Country,Region,Year,Adult_mortality,Alcohol_consumption,BMI,Incidents_HIV,Population_mln,Schooling,Life_expectancy,Avg_Immunization,Adult_to_Infant_Mortality_Ratio,GDP_per_capita_log,Thinness_children_adolescents,Child_deaths,Economic_Status_Developing
Moldova,Rest of Europe,2012,176.378,8.3,26.8,0.39,2.86,11.4,70.6,92.5,11.603815789473684,7.772752716468742,2.8,30.7,True
Bhutan,Asia,2004,260.832,0.97,22.7,0.23,0.64,2.3,64.5,86.25,5.411452282157676,7.252053951852814,18.4,108.4,True
"Yemen, Rep.",Middle East,2015,221.5195,0.03,23.7,0.03,26.5,3.0,66.1,74.0,4.703174097664543,7.3796321526095525,13.5,106.80000000000001,True
Eritrea,Africa,2013,267.946,1.03,20.6,0.16,3.34,3.9,63.7,92.5,7.281141304347828,6.635946555686647,8.5,85.3,True
Iraq,Middle East,2003,172.033,0.083,27.3,0.13,25.64,5.5,68.6,64.0,4.957723342939481,7.763446388727362,5.35,75.5,True
Zambia,Africa,2015,302.822,3.5,22.5,4.48,15.88,6.9,61.7,79.25,6.3219624217119,7.199678345691172,6.199999999999999,114.6,True
Madagascar,Africa,2001,276.098,1.05,20.7,0.03,16.26,5.2,59.1,61.25,4.189650986342944,6.218600119691729,8.55,165.7,True
St. Vincent and the Grenadines,Central America and Caribbean,2002,182.1335,5.21,25.7,0.4,0.11,7.7,71.0,95.0,9.06136815920398,8.649448770536708,3.8499999999999996,41.0,True
Kazakhstan,Asia,2015,182.111,3.33,26.3,0.14,17.54,11.7,72.0,98.0,15.699224137931035,9.260272740724393,2.45,22.5,True
Denmark,European Union,2001,101.2215,11.54,25.0,0.04,5.36,11.4,76.8,92.25,17.758157894736843,10.809141918288724,1.15,10.3,False
Mauritius,Africa,2000,172.883,4.58,24.5,1.21,1.19,6.2,71.7,86.0,9.822897727272727,8.618846845142738,8.1,35.400000000000006,True
Serbia,Rest of Europe,2015,114.328,7.2,26.0,0.02,7.1,11.0,75.3,92.5,17.86375,8.628734566149145,2.0,11.7,True
Peru,South America,2005,141.9155,4.65,25.5,0.2,27.87,8.7,72.9,72.25,6.570162037037037,8.260751354700513,1.3,47.1,True
Solomon Islands,Oceania,2013,155.1685,0.94,26.0,0.17,0.57,5.3,71.6,84.5,7.217139534883721,7.711101251840158,1.15,44.7,True
United Kingdom,Rest of Europe,2003,84.179,11.28,26.5,0.08,59.65,12.0,78.4,89.0,13.361746031746032,10.635831407498888,0.6,11.5,False
Mauritania,Africa,2013,206.528,0.0,24.8,0.16,3.82,4.1,63.4,76.0,3.530393162393162,7.293697720601438,8.0,145.2,True
Belgium,European Union,2011,79.9355,10.14,26.0,0.08,11.04,11.2,80.6,94.0,17.377282608695655,10.594883200057266,0.9,8.0,False
Paraguay,South America,2015,145.351,5.21,26.6,0.14,6.69,8.5,73.7,87.75,7.26755,8.596928159435091,1.95,41.3,True
Cuba,Central America and Caribbean,2009,95.7135,3.97,25.2,0.15,11.23,10.8,78.3,96.5,15.437661290322579,8.795127912413138,3.3,11.7,True
Malta,European Union,2011,54.9785,6.89,27.1,0.08,0.42,10.5,80.7,89.75,8.085073529411764,9.931443128549459,0.75,12.399999999999999,False
Kyrgyz Republic,Asia,2004,222.7265,6.65,25.1,0.08,5.1,10.1,68.2,90.25,6.085423497267759,6.723832440821209,3.4,76.7,True
Belgium,European Union,2005,88.2405,12.21,25.7,0.08,10.48,10.7,79.0,87.5,17.6481,10.556515616499246,0.8,8.9,False
Bulgaria,European Union,2001,158.938,11.07,25.3,0.02,8.01,9.9,71.8,91.5,10.739054054054053,8.278428259199071,2.45,30.5,False
Slovenia,European Union,2001,121.8735,11.58,25.4,0.02,1.99,11.5,75.8,92.75,22.995,9.725436862592819,2.2,9.5,False
Guinea,Africa,2000,324.7675,0.18,21.8,1.34,8.24,1.5,51.2,53.5,3.218706640237859,6.444131256700441,1.3,264.1,True
Bolivia,South America,2005,219.8665,2.8,25.3,0.19,9.23,7.0,65.3,84.25,4.98563492063492,7.690286020676768,1.25,99.30000000000001,True
Saudi Arabia,Middle East,2001,107.6395,0.049,27.6,0.13,21.2,6.8,72.8,96.25,5.756122994652406,9.742907917860578,7.3,38.4,True
"Micronesia, Fed. Sts.",Oceania,2015,164.871,1.59,29.6,0.17,0.11,8.0,67.3,71.5,6.5425,7.97522083865341,0.2,53.099999999999994,True
Morocco,Africa,2011,78.776,0.46,25.5,0.05,32.78,4.4,74.7,90.75,2.9952851711026613,7.875499292445208,6.25,54.8,True
Montenegro,Rest of Europe,2004,133.3415,10.12,25.6,0.02,0.61,10.4,73.4,92.25,12.233165137614678,8.480529207044645,2.3499999999999996,21.3,True
Hungary,European Union,2012,142.5135,11.13,27.0,0.08,9.92,12.2,75.1,96.25,24.571293103448276,9.347577390281268,1.7,10.5,False
Benin,Africa,2000,285.899,1.44,22.1,1.03,6.87,2.6,55.4,78.0,3.324406976744186,6.810142450115136,9.649999999999999,221.8,True
Vanuatu,Oceania,2011,141.3175,1.82,26.0,0.17,0.24,6.7,69.3,67.0,5.541862745098039,7.961370201719511,1.45,53.8,True
Belize,Central America and Caribbean,2014,176.8185,6.73,28.8,0.39,0.35,10.5,73.8,94.25,11.867013422818792,8.470311205516108,3.4,30.0,True
Samoa,Oceania,2003,162.7035,4.16,30.8,0.17,0.18,9.2,69.8,80.25,9.14064606741573,8.186185994226083,0.2,36.5,True
Lesotho,Africa,2001,605.593,2.85,24.1,17.55,2.04,5.0,46.2,70.25,8.469832167832168,6.606650186198215,11.1,179.3,True
Singapore,Asia,2002,73.007,2.16,23.5,0.15,4.18,9.5,78.6,94.75,20.279722222222222,10.451608961045816,2.05,6.0,True
Bolivia,South America,2001,235.6955,2.19,24.8,0.22,8.58,7.3,63.1,75.5,4.3566635859519405,7.628031126930335,1.45,124.4,True
Russian Federation,Rest of Europe,2014,220.931,8.86,26.2,0.08,143.82,11.9,70.7,97.0,26.942804878048783,9.161360189754465,2.3,16.1,True
Seychelles,Africa,2003,172.5165,7.35,25.7,3.5,0.08,7.6,71.0,99.0,13.4778515625,9.230044955250518,6.3,25.5,True
Lebanon,Middle East,2012,63.99,1.24,27.3,0.04,5.54,8.1,78.6,77.5,7.11,9.040144994980068,4.8,17.3,True
Chad,Africa,2012,371.3155,0.63,21.7,0.54,12.78,2.1,51.9,48.75,4.550435049019608,6.6052979209482015,8.95,220.4,True
Belgium,European Union,2008,86.6285,10.51,25.9,0.08,10.71,11.0,79.7,94.25,18.04760416666667,10.60045243638427,0.8,8.399999999999999,False
Dominican Republic,Central America and Caribbean,2004,180.6505,5.31,25.3,0.79,8.97,6.9,70.5,77.5,5.808697749196141,8.367764677924308,3.55,67.0,True
Botswana,Africa,2013,290.0855,5.07,24.2,6.07,2.06,9.1,65.0,92.25,7.180334158415842,8.810757927026174,6.85,89.0,True
Burkina Faso,Africa,2000,328.765,4.51,20.9,0.89,11.61,1.2,50.5,51.75,3.577421109902067,6.089044875446846,11.25,269.8,True
Brunei Darussalam,Asia,2012,91.9455,0.96,26.7,0.1,0.4,8.9,75.0,96.5,9.994076086956522,10.436994010525176,5.55,18.2,True
Botswana,Africa,2014,269.3405,6.04,24.3,5.9,2.09,9.2,66.3,92.75,6.553296836982969,8.83884181343129,6.550000000000001,90.30000000000001,True
United Kingdom,Rest of Europe,2014,68.7755,9.45,27.1,0.08,64.6,12.7,81.3,91.0,14.03581632653061,10.7054218711718,0.65,8.4,False
United States,North America,2014,105.6355,8.78,28.8,0.12,318.39,13.3,78.8,91.5,15.309492753623188,10.927304453347292,0.7,12.8,False
Cabo Verde,Africa,2002,141.6955,3.87,23.5,0.39,0.44,3.8,69.6,79.75,5.190311355311356,7.627544390488503,9.149999999999999,57.900000000000006,True
Luxembourg,European Union,2003,87.4675,12.52,25.7,0.07,0.45,10.9,77.7,94.5,21.333536585365856,11.488622526447054,0.95,6.9,False
Chile,South America,2006,100.081,7.33,27.1,0.15,16.35,9.5,77.9,94.5,11.63732558139535,9.279399907907678,0.9,16.6,True
Cambodia,Asia,2008,202.626,1.35,21.4,0.22,13.88,3.9,65.4,80.5,4.584298642533937,6.7661917146603505,11.3,94.5,True
Iceland,Rest of Europe,2005,58.873,7.05,25.8,0.03,0.3,10.0,81.5,92.0,16.35361111111111,10.79655059829098,0.9,5.800000000000001,False
Myanmar,Asia,2004,228.498,0.64,21.6,0.49,48.56,3.5,61.3,77.75,3.8019633943427618,6.1779441140506,13.45,138.8,True
Bulgaria,European Union,2009,145.527,10.53,25.9,0.03,7.44,10.6,73.4,94.25,14.128834951456309,8.746716349694486,2.05,20.4,False
Russian Federation,Rest of Europe,2005,318.6295,11.59,26.0,0.08,143.52,11.4,65.5,97.5,26.333016528925622,8.898911905794401,2.55,24.9,True
Norway,Rest of Europe,2000,83.859,5.67,25.6,0.03,4.49,12.0,78.6,89.75,17.114081632653058,11.118978764570546,0.75,8.8,False
"Iran, Islamic Rep.",Middle East,2013,85.1195,0.01,26.0,0.05,76.48,9.8,75.2,90.0,5.5272402597402595,8.54830418644129,8.25,31.200000000000003,True
Chad,Africa,2006,401.3725,0.49,21.4,0.91,10.46,1.6,48.9,45.0,4.372249455337691,6.489204931325317,1.25,254.10000000000002,True
Liberia,Africa,2012,258.0005,3.75,23.9,3.5,4.14,4.3,60.7,76.0,3.722950937950938,6.570882962339584,6.95,162.5,True
"Yemen, Rep.",Middle East,2000,253.0155,0.07,22.3,0.02,17.41,1.2,60.7,64.25,3.624863896848138,7.776954403322442,14.1,163.8,True
Croatia,European Union,2012,98.132,10.58,26.9,0.02,4.27,11.0,76.9,96.75,18.172592592592594,9.354267540782825,1.5,9.600000000000001,False
Liberia,Africa,2008,276.8845,3.9,23.7,3.5,3.61,4.0,58.2,70.5,3.5407225063938617,6.440946540632921,7.65,185.4,True
Iceland,Rest of Europe,2000,78.916,6.14,25.5,0.02,0.28,9.4,79.7,93.75,18.789523809523807,10.64960661786218,0.95,7.3,False
Saudi Arabia,Middle East,2012,91.4105,0.0,28.2,0.13,29.15,9.4,74.3,98.0,8.874805825242717,9.915959454031448,7.45,20.1,True
Algeria,Africa,2004,123.162,0.45,24.6,0.02,32.69,6.7,72.6,86.75,3.960192926045016,8.187021067343505,6.15,65.2,True
Haiti,Central America and Caribbean,2000,305.806,3.63,23.3,1.46,8.46,3.8,57.1,58.5,4.05041059602649,7.183111701743281,4.8,178.4,True
Russian Federation,Rest of Europe,2002,316.457,10.87,25.8,0.08,145.31,11.4,65.1,92.0,21.38222972972973,8.684570300824369,2.8,31.0,True
"Micronesia, Fed. Sts.",Oceania,2011,170.0125,1.87,29.4,0.17,0.1,7.4,66.6,78.75,6.115557553956834,8.060855752934316,0.2,59.099999999999994,True
Cameroon,Africa,2001,410.6215,4.38,23.1,3.91,15.93,4.9,51.2,67.25,4.730662442396314,7.025538314638521,7.6,226.7,True
Indonesia,Asia,2010,184.039,0.08,22.5,0.21,241.83,7.4,69.2,80.0,6.368131487889273,7.908754738783246,1.55,61.699999999999996,True
Australia,Oceania,2013,60.215,10.0,27.0,0.05,23.13,12.6,82.1,91.25,13.381111111111112,10.92818415825407,0.6,7.6,False
"Egypt, Arab Rep.",Africa,2008,165.137,0.21,28.6,0.13,79.64,6.2,70.0,88.75,6.116185185185185,8.09925056179696,3.05,57.3,True
Austria,European Union,2005,83.48,12.14,25.2,0.08,8.23,9.9,79.3,78.0,16.368627450980394,10.628181848594203,1.7999999999999998,9.0,False
North Macedonia,Rest of Europe,2009,108.3685,3.67,26.2,0.08,2.05,8.9,74.4,96.0,10.127897196261683,8.344980368770571,2.3499999999999996,20.7,True
France,European Union,2007,87.7925,12.95,25.0,0.11,64.02,10.7,81.1,75.75,20.902976190476192,10.504217863629703,0.6,7.6000000000000005,False
Samoa,Oceania,2014,114.527,2.05,32.0,0.17,0.19,10.3,72.5,65.75,6.697485380116959,8.27715777243181,0.15000000000000002,34.8,True
Angola,Africa,2013,249.2235,7.67,23.1,1.12,26.02,4.9,58.1,66.5,3.851986089644513,8.061486866871327,8.55,162.2,True
Bosnia and Herzegovina,Rest of Europe,2015,96.067,4.9,25.7,0.08,3.43,9.0,76.9,81.5,15.010468749999998,8.461891875631148,2.3,11.7,True
China,Asia,2012,88.5285,5.52,23.4,0.1,1354.19,7.5,75.0,99.0,7.63176724137931,8.7937637591133,3.5999999999999996,24.1,True
Benin,Africa,2014,245.6915,1.53,23.4,0.39,10.29,3.3,60.3,77.5,3.7567507645259934,6.9930151229329605,7.0,164.2,True
Ethiopia,Africa,2014,229.3955,0.65,20.5,0.22,98.09,2.5,64.5,71.5,4.965270562770562,6.391917113392602,1.4,111.10000000000001,True
Mali,Africa,2010,285.833,0.6,22.6,0.52,15.05,2.0,55.3,71.5,3.6786743886743887,6.597145701886651,8.65,207.0,True
North Macedonia,Rest of Europe,2000,123.006,4.49,25.6,0.08,2.03,6.5,72.9,90.0,8.039607843137254,8.096817470572319,2.8,30.3,True
Uruguay,South America,2009,113.037,6.45,26.6,0.23,3.35,8.4,76.6,94.5,10.564205607476637,9.433243894485784,1.5,20.9,True
Bangladesh,Asia,2009,143.4765,0.003,21.0,0.01,145.92,4.8,69.5,87.5,3.4406834532374093,6.838405200847344,19.4,92.5,True
South Africa,Africa,2009,473.875,7.25,26.9,10.13,50.48,10.1,56.5,72.0,12.027284263959391,8.698347400458186,8.95,98.69999999999999,True
Comoros,Africa,2005,261.5155,0.24,23.3,0.02,0.61,3.1,60.1,66.75,3.693721751412429,7.075808863978387,7.45,166.5,True
Central African Republic,Africa,2012,453.1605,1.96,22.6,1.59,4.44,3.8,48.6,51.25,4.74513612565445,6.3578422665081,8.649999999999999,230.7,True
South Africa,Africa,2005,508.6085,7.17,26.6,11.43,47.88,8.9,53.4,70.25,10.091438492063492,8.628555659269699,12.75,128.2,True
Ecuador,South America,2010,133.788,3.97,26.5,0.16,15.01,7.9,75.1,90.0,7.733410404624278,8.580167990577626,1.25,35.3,True
Tunisia,Africa,2001,109.8335,1.18,25.2,0.01,9.79,5.1,73.4,97.25,4.501372950819673,7.994969522697877,6.45,51.3,True
France,European Union,2002,98.657,13.92,24.9,0.11,61.81,10.1,79.3,72.0,20.990851063829787,10.438605708871151,0.6499999999999999,8.8,False
Peru,South America,2014,125.6385,5.51,26.4,0.12,30.09,9.4,75.5,74.5,9.170693430656934,8.71768205216564,1.1,29.099999999999998,True
Brunei Darussalam,Asia,2015,88.093,0.67,27.0,0.1,0.41,9.0,75.3,98.5,8.989081632653061,10.34705094924295,5.4,19.4,True
Ireland,European Union,2002,86.879,13.95,26.5,0.05,3.93,11.2,77.6,86.75,13.366000000000001,10.71263840885238,0.3,12.0,False
Central African Republic,Africa,2003,542.026,1.61,21.8,3.29,3.88,3.1,44.2,50.0,4.986439742410303,6.093569770045136,1.05,271.9,True
Timor-Leste,Oceania,2001,259.1975,0.5,20.0,0.04,0.9,2.8,59.9,61.0,3.1764399509803924,6.98100574072173,12.149999999999999,182.7,True
Cote d'Ivoire,Africa,2003,461.2065,4.65,22.9,2.91,17.6,3.5,49.6,64.0,5.0905794701986755,7.357556200910353,7.5,222.7,True
Lesotho,Africa,2000,568.77,3.09,24.0,18.69,2.03,4.9,47.7,73.0,8.010845070422535,6.573680166960646,11.55,176.9,True
Trinidad and Tobago,Central America and Caribbean,2013,171.224,5.85,27.3,0.4,1.35,10.8,72.6,91.0,8.825979381443299,9.822385951099086,5.9,39.0,True
Senegal,Africa,2003,246.5465,0.19,22.3,0.59,10.54,2.4,59.3,66.5,4.095456810631229,6.9975959829819265,11.75,166.2,True
Bulgaria,European Union,2012,135.0865,10.88,26.1,0.03,7.31,10.8,74.3,94.75,14.683315217391305,8.809116258125274,1.9,18.0,False
United Kingdom,Rest of Europe,2015,69.3335,9.59,27.1,0.08,65.12,12.8,81.0,91.5,14.444479166666667,10.723399533887571,0.7,8.3,False
France,European Union,2012,80.3445,12.22,25.0,0.1,65.66,11.0,82.0,87.0,19.596219512195123,10.496372311157678,0.6,7.199999999999999,False
Portugal,European Union,2012,80.7525,9.76,25.8,0.14,10.51,8.5,80.4,97.5,20.188125,9.833923089150218,0.6,6.7,False
Lesotho,Africa,2002,642.4155,2.93,24.1,17.08,2.03,5.1,44.9,74.25,8.897721606648199,6.617402977974478,1.6,181.9,True
Guatemala,Central America and Caribbean,2008,185.0735,2.1,25.8,0.13,13.74,4.3,70.8,92.25,5.819921383647799,8.19478163844336,1.3,68.6,True
Slovak Republic,European Union,2010,121.948,10.16,26.0,0.01,5.39,11.6,75.1,98.5,17.933529411764706,9.583764265872883,1.3,12.8,False
Sierra Leone,Africa,2001,519.6305,3.98,22.1,1.57,4.75,2.4,40.4,51.75,3.8040300146412886,5.8998973535824915,1.15,355.0,True
Somalia,Africa,2012,320.8515,0.0,22.9,0.13,12.72,2.1,54.7,48.75,3.487516304347826,5.805134968916488,6.75,238.8,True
Seychelles,Africa,2009,157.0575,5.2,26.2,3.5,0.09,8.0,73.1,99.0,12.081346153846154,9.390492911485298,6.0,26.0,True
Algeria,Africa,2007,110.033,0.34,24.8,0.02,34.17,7.2,73.9,93.75,4.01580291970803,8.250358951477294,5.95,57.099999999999994,True
Niger,Africa,2015,249.086,0.12,21.8,0.06,20.0,1.8,60.6,69.25,4.717537878787879,6.184148890937483,9.5,145.6,True
Malta,European Union,2012,54.218,7.18,27.1,0.08,0.42,10.8,80.7,95.5,7.973235294117647,9.962840778235641,0.75,12.399999999999999,False
"Egypt, Arab Rep.",Africa,2003,172.614,0.14,28.0,0.13,72.83,5.3,69.1,89.5,5.230727272727273,7.90100705199242,3.3,71.4,True
Libya,Africa,2012,138.3255,0.01,27.7,0.09,6.29,7.3,71.9,97.75,9.951474820143885,9.4244028145542,5.5,27.9,True
Armenia,Rest of Europe,2015,125.4875,4.04,26.3,0.09,2.93,11.6,74.5,95.25,9.227022058823529,8.190908881182514,2.1500000000000004,26.7,True
Suriname,South America,2012,174.3515,5.79,26.3,0.58,0.54,7.9,70.9,66.0,8.463665048543689,9.159362817211315,3.45,41.6,True
Mexico,North America,2012,115.0265,3.86,27.7,0.16,117.27,8.6,75.0,97.25,7.013810975609757,9.135724578595394,1.55,33.3,True
Guinea-Bissau,Africa,2000,304.371,3.02,22.1,3.32,1.2,2.3,50.4,62.0,2.8714245283018864,6.359573868672378,1.2,278.8,True
Fiji,Oceania,2005,210.0095,2.03,26.7,0.04,0.82,9.2,66.3,91.5,10.145386473429951,8.427487278331744,3.9499999999999997,42.8,True
Qatar,Middle East,2009,60.075,1.09,28.4,0.05,1.65,9.2,78.9,98.75,6.675000000000001,10.9868508304415,4.8,17.4,True
Bangladesh,Asia,2008,145.5585,0.003,20.9,0.01,144.3,4.8,69.1,88.25,3.330858123569794,6.8001700683022,19.6,97.4,True
Philippines,Asia,2003,212.4255,4.42,22.4,0.01,83.05,8.0,68.9,60.0,7.506201413427561,7.566311014772463,5.35,62.8,True
Maldives,Asia,2012,74.337,1.23,24.9,0.17,0.4,5.5,76.7,99.0,6.520789473684211,9.074978734045507,13.850000000000001,22.5,True
Uganda,Africa,2006,420.308,10.97,21.6,3.67,28.57,4.6,52.8,63.5,6.714185303514377,6.486160788944089,6.4,161.2,True
"Bahamas, The",Central America and Caribbean,2005,178.7335,9.83,27.1,0.66,0.32,10.9,72.0,90.5,11.606071428571427,10.481504425842441,2.55,31.200000000000003,True
Malaysia,Asia,2007,129.098,0.46,24.7,0.19,26.72,8.8,73.9,95.5,16.34151898734177,8.968396191198256,8.6,15.0,True
Togo,Africa,2012,282.047,1.13,23.2,0.87,6.77,4.4,58.7,79.0,5.018629893238434,6.253828811575473,6.9,138.7,True
Turkmenistan,Asia,2003,226.9195,2.57,25.0,0.08,4.66,9.9,64.4,83.75,4.520308764940239,7.782807262839695,3.45,107.80000000000001,True
Barbados,Central America and Caribbean,2003,120.787,7.51,26.7,0.58,0.27,9.1,77.7,85.25,7.8945751633986925,9.692643056808935,4.1,30.0,True
Azerbaijan,Asia,2009,137.841,1.92,26.3,0.1,8.95,10.7,70.6,80.5,3.86109243697479,8.522180732927277,2.8499999999999996,74.6,True
Czechia,European Union,2009,100.7625,13.43,26.8,0.08,10.44,12.3,77.1,98.75,25.836538461538463,9.690418086793393,1.95,6.4,False
Belarus,Rest of Europe,2013,184.4715,12.58,26.5,0.23,9.44,12.0,72.5,98.25,40.99366666666666,8.718009330846357,2.0,8.1,True
Luxembourg,European Union,2007,78.1125,12.27,26.0,0.09,0.48,11.7,79.4,92.0,22.317857142857143,11.62998824130213,0.9,5.6,False
Croatia,European Union,2002,120.782,13.88,25.8,0.02,4.3,9.8,74.7,96.0,15.892368421052632,9.206633510044856,2.0,14.3,False
Bangladesh,Asia,2015,129.753,0.01,21.6,0.01,156.26,5.2,71.5,95.5,4.05478125,7.130098510125578,18.1,69.1,True
Lao PDR,Asia,2009,221.876,5.25,22.1,0.17,6.15,4.5,63.8,66.5,4.034109090909091,7.303843225277705,9.5,125.7,True
Niger,Africa,2004,284.279,0.096,21.1,0.29,13.13,1.3,52.7,56.0,3.4127130852340937,5.988961416889864,12.05,263.8,True
Saudi Arabia,Middle East,2010,94.533,0.0,28.1,0.13,27.42,8.9,73.9,98.0,8.220260869565218,9.829248802600596,7.35,22.8,True
Switzerland,Rest of Europe,2000,76.677,11.26,24.8,0.09,7.18,11.4,79.7,86.75,13.452105263157895,11.212009543481479,0.6,10.3,False
"Venezuela, RB",South America,2007,151.3355,8.89,26.5,0.4,27.25,8.1,73.0,68.5,9.45846875,9.042513261332681,1.55,32.4,True
Brazil,South America,2011,152.5765,7.13,26.0,0.25,197.51,7.1,73.9,91.5,8.975088235294118,9.101306450952048,2.8499999999999996,33.9,True
Djibouti,Africa,2012,258.4125,0.41,23.9,0.36,0.87,4.0,61.4,81.25,4.28544776119403,7.352441100243583,5.55,131.5,True
Tanzania,Africa,2013,271.267,6.71,23.0,2.19,48.48,5.5,61.4,84.25,6.165159090909091,6.790097235513905,6.75,105.7,True
Russian Federation,Rest of Europe,2000,300.6055,10.21,25.7,0.08,146.6,11.3,65.5,88.0,18.218515151515152,8.580167990577626,2.95,34.8,True
Benin,Africa,2009,257.297,1.26,23.0,0.55,8.94,2.8,59.0,80.25,3.578539638386648,6.904750769961838,7.85,182.2,True
Bhutan,Asia,2003,268.3975,0.53,22.5,0.24,0.63,2.3,63.6,90.75,5.293836291913214,7.21081845347222,18.700000000000003,114.7,True
Vanuatu,Oceania,2012,138.2035,1.84,26.0,0.17,0.25,6.8,69.4,67.5,5.419745098039216,7.943782692458625,1.45,53.8,True
Paraguay,South America,2008,155.128,6.89,25.8,0.15,6.08,7.4,72.3,86.25,6.410247933884297,8.394121193826242,2.1,50.9,True
Cabo Verde,Africa,2005,138.181,4.32,23.8,0.36,0.46,4.3,70.4,94.75,5.640040816326531,7.788211557847076,8.5,51.6,True
Cyprus,European Union,2002,66.799,11.68,26.4,0.03,0.98,10.2,78.3,93.75,11.517068965517243,10.069171468177059,0.95,10.399999999999999,False
Kenya,Africa,2012,239.072,1.49,23.0,1.69,44.34,6.2,62.7,77.5,6.0987755102040815,7.232010331664759,7.9,92.30000000000001,True
Moldova,Rest of Europe,2005,231.378,11.81,26.3,0.39,2.89,10.4,67.8,97.0,12.78331491712707,7.553810852008231,3.2,37.2,True
Angola,Africa,2014,246.0945,8.1,23.2,0.97,26.94,4.9,58.8,61.75,4.001536585365854,8.073402968986406,8.4,153.4,True
Philippines,Asia,2007,209.3845,4.14,22.6,0.02,89.41,8.9,69.4,69.5,7.842116104868914,7.719573989259581,5.35,58.7,True
Bolivia,South America,2004,223.692,2.61,25.2,0.2,9.07,7.1,64.8,83.75,4.82094827586207,7.664815785285735,1.2999999999999998,105.0,True
Antigua and Barbuda,Central America and Caribbean,2006,144.8485,7.7,25.7,0.1,0.08,9.2,75.2,91.25,13.049414414414414,9.728360056322414,3.4,22.4,True
Sri Lanka,Asia,2012,115.4885,2.89,22.7,0.01,20.43,10.9,75.8,99.0,11.66550505050505,8.150179269682326,15.25,19.3,True
Romania,European Union,2009,147.816,11.01,25.9,0.04,20.37,10.6,73.3,94.75,12.216198347107438,8.97335141383992,3.15,24.2,False
Sierra Leone,Africa,2005,471.7,3.65,22.4,1.4,5.65,2.7,44.5,66.0,3.770583533173461,6.159095388491933,9.3,319.6,True
Suriname,South America,2010,179.6485,5.27,26.1,0.66,0.53,7.7,70.5,73.0,8.317060185185186,9.09862638234618,3.45,43.7,True
Honduras,Central America and Caribbean,2008,157.2385,2.85,25.8,0.1,7.98,5.1,72.8,90.25,6.988377777777777,7.68937110752969,2.3,47.0,True
Turkiye,Middle East,2001,141.1915,1.6,26.8,0.08,64.19,5.6,70.6,79.5,4.706383333333333,8.712266432135355,5.15,64.3,True
Estonia,European Union,2008,164.1015,16.61,26.0,0.08,1.34,12.3,73.8,95.25,30.96254716981132,9.717699996098998,2.05,9.8,False
Switzerland,Rest of Europe,2001,73.0875,11.12,24.8,0.1,7.23,11.6,80.2,86.75,13.051339285714288,11.221315689180468,0.6,10.1,False
Tajikistan,Asia,2012,138.2825,0.77,25.5,0.14,7.87,10.7,69.3,95.25,3.8411805555555554,6.763884908562435,3.6500000000000004,75.3,True
Somalia,Africa,2015,308.303,0.0,23.1,0.13,13.8,2.1,55.9,48.75,3.6442434988179673,5.958424693029782,6.5,217.9,True
Algeria,Africa,2014,97.277,0.54,25.4,0.04,38.92,7.9,75.9,96.0,4.247903930131005,8.321907968230423,5.9,47.4,True
Thailand,Asia,2013,152.5305,6.89,24.1,0.19,68.14,7.5,75.4,97.75,13.618794642857143,8.640295388550221,7.9,22.0,True
